C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2025/08/08,10:02:11,001754611331461,MONTHLY_ARCHIVE,001754611331461
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:00:00",TASN,0,"2025/07/01 01:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:00:00",TASS,0,"2025/07/01 01:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:00:00",VIC1,0,"2025/07/01 01:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",NSW1,0,"2025/07/01 01:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",QLD1,0,"2025/07/01 01:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",QLDC,0,"2025/07/01 01:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",QLDN,0,"2025/07/01 01:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",QLDS,0,"2025/07/01 01:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",SA1,0,"2025/07/01 01:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",TAS1,0,"2025/07/01 01:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",TASN,0,"2025/07/01 01:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",TASS,0,"2025/07/01 01:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",VIC1,0,"2025/07/01 01:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",QLDN,0,"2025/07/01 01:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",NSW1,0,"2025/07/01 01:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",QLD1,0,"2025/07/01 01:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",QLDC,0,"2025/07/01 01:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",QLDS,0,"2025/07/01 01:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",SA1,0,"2025/07/01 01:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",TAS1,0,"2025/07/01 01:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",TASN,0,"2025/07/01 01:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",TASS,0,"2025/07/01 01:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 01:30:00",VIC1,0,"2025/07/01 01:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",NSW1,0,"2025/07/01 02:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",QLD1,0,"2025/07/01 02:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",QLDC,0,"2025/07/01 02:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",QLDN,0,"2025/07/01 02:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",QLDS,0,"2025/07/01 02:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",SA1,0,"2025/07/01 02:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",TAS1,0,"2025/07/01 02:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",TASN,0,"2025/07/01 02:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",TASS,0,"2025/07/01 02:19:16",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",VIC1,0,"2025/07/01 02:19:16",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",NSW1,0,"2025/07/01 02:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",QLD1,0,"2025/07/01 02:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",QLDC,0,"2025/07/01 02:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",QLDN,0,"2025/07/01 02:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",QLDS,0,"2025/07/01 02:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",SA1,0,"2025/07/01 02:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",TAS1,0,"2025/07/01 02:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",TASN,0,"2025/07/01 02:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",TASS,0,"2025/07/01 02:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:00:00",VIC1,0,"2025/07/01 02:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",NSW1,0,"2025/07/01 02:49:12",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",QLD1,0,"2025/07/01 02:49:12",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",QLDC,0,"2025/07/01 02:49:12",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",QLDN,0,"2025/07/01 02:49:12",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",QLDS,0,"2025/07/01 02:49:12",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",SA1,0,"2025/07/01 02:49:13",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",TAS1,0,"2025/07/01 02:49:13",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",TASN,0,"2025/07/01 02:49:13",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",TASS,0,"2025/07/01 02:49:13",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",VIC1,0,"2025/07/01 02:49:13",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",NSW1,0,"2025/07/01 02:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",QLD1,0,"2025/07/01 02:50:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",QLDC,0,"2025/07/01 02:50:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",QLDN,0,"2025/07/01 02:50:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",QLDS,0,"2025/07/01 02:50:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",SA1,0,"2025/07/01 02:50:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",TAS1,0,"2025/07/01 02:50:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",TASN,0,"2025/07/01 02:50:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",TASS,0,"2025/07/01 02:50:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 02:30:00",VIC1,0,"2025/07/01 02:50:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",NSW1,0,"2025/07/01 03:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",QLD1,0,"2025/07/01 03:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",QLDC,0,"2025/07/01 03:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",QLDN,0,"2025/07/01 03:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",QLDS,0,"2025/07/01 03:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",SA1,0,"2025/07/01 03:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",TAS1,0,"2025/07/01 03:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",TASN,0,"2025/07/01 03:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",TASS,0,"2025/07/01 03:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",VIC1,0,"2025/07/01 03:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",NSW1,0,"2025/07/01 03:20:20",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",QLD1,0,"2025/07/01 03:20:20",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",QLDC,0,"2025/07/01 03:20:20",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",QLDN,0,"2025/07/01 03:20:20",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",QLDS,0,"2025/07/01 03:20:20",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",SA1,0,"2025/07/01 03:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",TAS1,0,"2025/07/01 03:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",TASN,0,"2025/07/01 03:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",QLDN,0,"2025/07/01 03:49:10",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",TASS,0,"2025/07/01 03:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:00:00",VIC1,0,"2025/07/01 03:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",NSW1,0,"2025/07/01 03:49:10",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",QLD1,0,"2025/07/01 03:49:10",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",QLDC,0,"2025/07/01 03:49:10",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",QLDS,0,"2025/07/01 03:49:10",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",SA1,0,"2025/07/01 03:49:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",TAS1,0,"2025/07/01 03:49:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",TASN,0,"2025/07/01 03:49:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",TASS,0,"2025/07/01 03:49:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",VIC1,0,"2025/07/01 03:49:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",NSW1,0,"2025/07/01 03:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",QLD1,0,"2025/07/01 03:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",QLDC,0,"2025/07/01 03:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",QLDN,0,"2025/07/01 03:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",QLDS,0,"2025/07/01 03:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",SA1,0,"2025/07/01 03:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",TAS1,0,"2025/07/01 03:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",TASN,0,"2025/07/01 03:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",TASS,0,"2025/07/01 03:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 03:30:00",VIC1,0,"2025/07/01 03:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",NSW1,0,"2025/07/01 04:19:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",QLD1,0,"2025/07/01 04:19:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",QLDC,0,"2025/07/01 04:19:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",QLDN,0,"2025/07/01 04:19:12",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",QLDS,0,"2025/07/01 04:19:12",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",SA1,0,"2025/07/01 04:19:12",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",TAS1,0,"2025/07/01 04:19:12",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",TASN,0,"2025/07/01 04:19:12",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",TASS,0,"2025/07/01 04:19:12",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",VIC1,0,"2025/07/01 04:19:12",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",NSW1,0,"2025/07/01 04:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",QLD1,0,"2025/07/01 04:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",QLDC,0,"2025/07/01 04:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",QLDN,0,"2025/07/01 04:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",QLDS,0,"2025/07/01 04:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",SA1,0,"2025/07/01 04:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",TAS1,0,"2025/07/01 04:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",TASN,0,"2025/07/01 04:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",TASS,0,"2025/07/01 04:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:00:00",VIC1,0,"2025/07/01 04:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",NSW1,0,"2025/07/01 04:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",QLD1,0,"2025/07/01 04:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",QLDC,0,"2025/07/01 04:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",QLDN,0,"2025/07/01 04:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",QLDS,0,"2025/07/01 04:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",SA1,0,"2025/07/01 04:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",TAS1,0,"2025/07/01 04:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",TASN,0,"2025/07/01 04:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",TASS,0,"2025/07/01 04:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",VIC1,0,"2025/07/01 04:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",NSW1,0,"2025/07/01 04:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",QLD1,0,"2025/07/01 04:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",QLDC,0,"2025/07/01 04:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",QLDN,0,"2025/07/01 04:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",QLDS,0,"2025/07/01 04:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",SA1,0,"2025/07/01 04:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",TAS1,0,"2025/07/01 04:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",TASN,0,"2025/07/01 04:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",TASS,0,"2025/07/01 04:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 04:30:00",VIC1,0,"2025/07/01 04:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",QLDN,0,"2025/07/01 05:19:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",NSW1,0,"2025/07/01 05:19:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",QLD1,0,"2025/07/01 05:19:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",QLDC,0,"2025/07/01 05:19:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",QLDS,0,"2025/07/01 05:19:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",SA1,0,"2025/07/01 05:19:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",TAS1,0,"2025/07/01 05:19:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",TASN,0,"2025/07/01 05:19:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",TASS,0,"2025/07/01 05:19:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",VIC1,0,"2025/07/01 05:19:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",NSW1,0,"2025/07/01 05:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",QLD1,0,"2025/07/01 05:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",QLDC,0,"2025/07/01 05:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",QLDN,0,"2025/07/01 05:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",QLDS,0,"2025/07/01 05:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",SA1,0,"2025/07/01 05:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",TAS1,0,"2025/07/01 05:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",TASN,0,"2025/07/01 05:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",TASS,0,"2025/07/01 05:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:00:00",VIC1,0,"2025/07/01 05:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:30:00",SA1,0,"2025/07/01 05:49:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:30:00",NSW1,0,"2025/07/01 05:49:10",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:30:00",QLD1,0,"2025/07/01 05:49:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:30:00",QLDC,0,"2025/07/01 05:49:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:30:00",QLDN,0,"2025/07/01 05:49:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:30:00",QLDS,0,"2025/07/01 05:49:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:30:00",TAS1,0,"2025/07/01 05:49:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:30:00",TASN,0,"2025/07/01 05:49:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:30:00",TASS,0,"2025/07/01 05:49:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:30:00",VIC1,0,"2025/07/01 05:49:11",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:30:00",QLDN,0,"2025/07/01 05:50:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2025/07/01 05:30:00",NSW1,0,"2025/07/01 05:50:22",SATELLITE,0.6
