C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2024/12/09,13:57:53,001733716673170,MONTHLY_ARCHIVE,001733716673170
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,LASTCHANGED,TYPE,QI
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",NSW1,0,"2024/11/01 00:49:19",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",QLD1,0,"2024/11/01 00:49:19",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",QLDC,0,"2024/11/01 00:49:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",QLDN,0,"2024/11/01 00:49:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",QLDS,0,"2024/11/01 00:49:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",SA1,0,"2024/11/01 00:49:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",TAS1,0,"2024/11/01 00:49:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",TASN,0,"2024/11/01 00:49:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",TASS,0,"2024/11/01 00:49:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",VIC1,0,"2024/11/01 00:49:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",NSW1,0,"2024/11/01 00:50:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",QLD1,0,"2024/11/01 00:50:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",QLDC,0,"2024/11/01 00:50:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",QLDN,0,"2024/11/01 00:50:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",QLDS,0,"2024/11/01 00:50:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",SA1,0,"2024/11/01 00:50:24",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",TAS1,0,"2024/11/01 00:50:24",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",TASN,0,"2024/11/01 00:50:24",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",TASS,0,"2024/11/01 00:50:24",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 00:30:00",VIC1,0,"2024/11/01 00:50:24",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",NSW1,0,"2024/11/01 01:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",QLDS,0,"2024/11/01 01:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",QLD1,0,"2024/11/01 01:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",QLDC,0,"2024/11/01 01:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",QLDN,0,"2024/11/01 01:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",SA1,0,"2024/11/01 01:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",TAS1,0,"2024/11/01 01:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",TASN,0,"2024/11/01 01:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",TASS,0,"2024/11/01 01:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",VIC1,0,"2024/11/01 01:19:15",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",NSW1,0,"2024/11/01 01:20:21",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",QLD1,0,"2024/11/01 01:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",QLDC,0,"2024/11/01 01:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",QLDN,0,"2024/11/01 01:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",QLDS,0,"2024/11/01 01:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",SA1,0,"2024/11/01 01:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",TAS1,0,"2024/11/01 01:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",TASN,0,"2024/11/01 01:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",TASS,0,"2024/11/01 01:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:00:00",VIC1,0,"2024/11/01 01:20:22",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",NSW1,0,"2024/11/01 01:49:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",QLD1,0,"2024/11/01 01:49:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",QLDC,0,"2024/11/01 01:49:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",QLDN,0,"2024/11/01 01:49:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",QLDS,0,"2024/11/01 01:49:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",SA1,0,"2024/11/01 01:49:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",TAS1,0,"2024/11/01 01:49:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",TASN,0,"2024/11/01 01:49:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",TASS,0,"2024/11/01 01:49:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",VIC1,0,"2024/11/01 01:49:17",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",QLDN,0,"2024/11/01 01:50:25",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",NSW1,0,"2024/11/01 01:50:24",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",QLD1,0,"2024/11/01 01:50:24",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",QLDC,0,"2024/11/01 01:50:25",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",QLDS,0,"2024/11/01 01:50:25",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",SA1,0,"2024/11/01 01:50:25",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",TAS1,0,"2024/11/01 01:50:25",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",TASN,0,"2024/11/01 01:50:25",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",TASS,0,"2024/11/01 01:50:25",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 01:30:00",VIC1,0,"2024/11/01 01:50:25",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",NSW1,0,"2024/11/01 02:19:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",QLD1,0,"2024/11/01 02:19:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",QLDC,0,"2024/11/01 02:19:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",QLDN,0,"2024/11/01 02:19:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",QLDS,0,"2024/11/01 02:19:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",SA1,0,"2024/11/01 02:19:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",TAS1,0,"2024/11/01 02:19:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",TASN,0,"2024/11/01 02:19:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",TASS,0,"2024/11/01 02:19:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",VIC1,0,"2024/11/01 02:19:20",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",NSW1,0,"2024/11/01 02:20:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",QLD1,0,"2024/11/01 02:20:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",QLDC,0,"2024/11/01 02:20:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",QLDN,0,"2024/11/01 02:20:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",QLDS,0,"2024/11/01 02:20:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",SA1,0,"2024/11/01 02:20:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",TAS1,0,"2024/11/01 02:20:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",TASN,0,"2024/11/01 02:20:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",TASS,0,"2024/11/01 02:20:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:00:00",VIC1,0,"2024/11/01 02:20:23",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",NSW1,0,"2024/11/01 02:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",QLD1,0,"2024/11/01 02:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",QLDC,0,"2024/11/01 02:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",QLDN,0,"2024/11/01 02:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",QLDS,0,"2024/11/01 02:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",SA1,0,"2024/11/01 02:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",TAS1,0,"2024/11/01 02:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",TASN,0,"2024/11/01 02:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",TASS,0,"2024/11/01 02:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",VIC1,0,"2024/11/01 02:49:14",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",NSW1,0,"2024/11/01 02:50:26",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",QLD1,0,"2024/11/01 02:50:26",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",QLDC,0,"2024/11/01 02:50:26",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",QLDN,0,"2024/11/01 02:50:26",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",QLDS,0,"2024/11/01 02:50:26",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",SA1,0,"2024/11/01 02:50:26",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",TAS1,0,"2024/11/01 02:50:26",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",TASN,0,"2024/11/01 02:50:26",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",TASS,0,"2024/11/01 02:50:26",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/11/01 02:30:00",VIC1,0,"2024/11/01 02:50:26",SATELLITE,0.6
