C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2023/02/07,04:55:25,0000000380287655,DEMAND,0000000380287479
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:00:00",TASN,0,1,MEASUREMENT,"2023/01/01 01:19:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:00:00",TASN,0,0.6,SATELLITE,"2023/01/01 01:20:27"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:00:00",TASS,0,1,MEASUREMENT,"2023/01/01 01:19:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:00:00",TASS,0,0.6,SATELLITE,"2023/01/01 01:20:27"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:00:00",VIC1,0,0.6,SATELLITE,"2023/01/01 01:20:27"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:00:00",VIC1,0,1,MEASUREMENT,"2023/01/01 01:19:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",NSW1,0,1,MEASUREMENT,"2023/01/01 01:49:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",NSW1,0,0.6,SATELLITE,"2023/01/01 01:50:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",QLD1,0,0.6,SATELLITE,"2023/01/01 01:50:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",QLD1,0,1,MEASUREMENT,"2023/01/01 01:49:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",QLDC,0,0.6,SATELLITE,"2023/01/01 01:50:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",QLDC,0,1,MEASUREMENT,"2023/01/01 01:49:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",QLDN,0,1,MEASUREMENT,"2023/01/01 01:49:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",QLDN,0,0.6,SATELLITE,"2023/01/01 01:50:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",QLDS,0,0.6,SATELLITE,"2023/01/01 01:50:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",QLDS,0,1,MEASUREMENT,"2023/01/01 01:49:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",SA1,0,0.6,SATELLITE,"2023/01/01 01:50:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",SA1,0,1,MEASUREMENT,"2023/01/01 01:49:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",TAS1,0,1,MEASUREMENT,"2023/01/01 01:49:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",TAS1,0,0.6,SATELLITE,"2023/01/01 01:50:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",TASN,0,1,MEASUREMENT,"2023/01/01 01:49:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",TASN,0,0.6,SATELLITE,"2023/01/01 01:50:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",TASS,0,1,MEASUREMENT,"2023/01/01 01:49:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",TASS,0,0.6,SATELLITE,"2023/01/01 01:50:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",VIC1,0,1,MEASUREMENT,"2023/01/01 01:49:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 01:30:00",VIC1,0,0.6,SATELLITE,"2023/01/01 01:50:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",NSW1,0,0.6,SATELLITE,"2023/01/01 02:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",NSW1,0,1,MEASUREMENT,"2023/01/01 02:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",QLD1,0,0.6,SATELLITE,"2023/01/01 02:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",QLD1,0,1,MEASUREMENT,"2023/01/01 02:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",QLDC,0,1,MEASUREMENT,"2023/01/01 02:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",QLDC,0,0.6,SATELLITE,"2023/01/01 02:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",QLDN,0,1,MEASUREMENT,"2023/01/01 02:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",QLDN,0,0.6,SATELLITE,"2023/01/01 02:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",QLDS,0,1,MEASUREMENT,"2023/01/01 02:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",QLDS,0,0.6,SATELLITE,"2023/01/01 02:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",SA1,0,0.6,SATELLITE,"2023/01/01 02:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",SA1,0,1,MEASUREMENT,"2023/01/01 02:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",TAS1,0,0.6,SATELLITE,"2023/01/01 02:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",TAS1,0,1,MEASUREMENT,"2023/01/01 02:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",TASN,0,0.6,SATELLITE,"2023/01/01 02:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",TASN,0,1,MEASUREMENT,"2023/01/01 02:19:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",TASS,0,0.6,SATELLITE,"2023/01/01 02:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",TASS,0,1,MEASUREMENT,"2023/01/01 02:19:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",VIC1,0,1,MEASUREMENT,"2023/01/01 02:19:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:00:00",VIC1,0,0.6,SATELLITE,"2023/01/01 02:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",NSW1,0,0.6,SATELLITE,"2023/01/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",NSW1,0,1,MEASUREMENT,"2023/01/01 02:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",QLD1,0,0.6,SATELLITE,"2023/01/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",QLD1,0,1,MEASUREMENT,"2023/01/01 02:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",QLDC,0,0.6,SATELLITE,"2023/01/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",QLDC,0,1,MEASUREMENT,"2023/01/01 02:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",QLDN,0,1,MEASUREMENT,"2023/01/01 02:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",QLDN,0,0.6,SATELLITE,"2023/01/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",QLDS,0,0.6,SATELLITE,"2023/01/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",QLDS,0,1,MEASUREMENT,"2023/01/01 02:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",SA1,0,1,MEASUREMENT,"2023/01/01 02:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",SA1,0,0.6,SATELLITE,"2023/01/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",TAS1,0,1,MEASUREMENT,"2023/01/01 02:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",TAS1,0,0.6,SATELLITE,"2023/01/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",TASN,0,1,MEASUREMENT,"2023/01/01 02:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",TASN,0,0.6,SATELLITE,"2023/01/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",TASS,0,1,MEASUREMENT,"2023/01/01 02:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",TASS,0,0.6,SATELLITE,"2023/01/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",VIC1,0,1,MEASUREMENT,"2023/01/01 02:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 02:30:00",VIC1,0,0.6,SATELLITE,"2023/01/01 02:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",NSW1,0,1,MEASUREMENT,"2023/01/01 03:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",NSW1,0,0.6,SATELLITE,"2023/01/01 03:20:24"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",QLD1,0,1,MEASUREMENT,"2023/01/01 03:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",QLD1,0,0.6,SATELLITE,"2023/01/01 03:20:24"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",QLDC,0,0.6,SATELLITE,"2023/01/01 03:20:24"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",QLDC,0,1,MEASUREMENT,"2023/01/01 03:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",QLDN,0,1,MEASUREMENT,"2023/01/01 03:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",QLDN,0,0.6,SATELLITE,"2023/01/01 03:20:24"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",QLDS,0,0.6,SATELLITE,"2023/01/01 03:20:24"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",QLDS,0,1,MEASUREMENT,"2023/01/01 03:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",SA1,0,1,MEASUREMENT,"2023/01/01 03:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",SA1,0,0.6,SATELLITE,"2023/01/01 03:20:24"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",TAS1,0,0.6,SATELLITE,"2023/01/01 03:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",TAS1,0,1,MEASUREMENT,"2023/01/01 03:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",TASN,0,1,MEASUREMENT,"2023/01/01 03:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",TASN,0,0.6,SATELLITE,"2023/01/01 03:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",TASS,0,1,MEASUREMENT,"2023/01/01 03:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",TASS,0,0.6,SATELLITE,"2023/01/01 03:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",VIC1,0,0.6,SATELLITE,"2023/01/01 03:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:00:00",VIC1,0,1,MEASUREMENT,"2023/01/01 03:19:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",NSW1,0,0.6,SATELLITE,"2023/01/01 03:50:27"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",NSW1,0,1,MEASUREMENT,"2023/01/01 03:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",QLD1,0,1,MEASUREMENT,"2023/01/01 03:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",QLD1,0,0.6,SATELLITE,"2023/01/01 03:50:27"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",QLDC,0,1,MEASUREMENT,"2023/01/01 03:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",QLDC,0,0.6,SATELLITE,"2023/01/01 03:50:27"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",QLDN,0,0.6,SATELLITE,"2023/01/01 03:50:27"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",QLDN,0,1,MEASUREMENT,"2023/01/01 03:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",QLDS,0,1,MEASUREMENT,"2023/01/01 03:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",QLDS,0,0.6,SATELLITE,"2023/01/01 03:50:27"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",SA1,0,0.6,SATELLITE,"2023/01/01 03:50:27"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",SA1,0,1,MEASUREMENT,"2023/01/01 03:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",TAS1,0,1,MEASUREMENT,"2023/01/01 03:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",TAS1,0,0.6,SATELLITE,"2023/01/01 03:50:27"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",TASN,0,0.6,SATELLITE,"2023/01/01 03:50:27"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",TASN,0,1,MEASUREMENT,"2023/01/01 03:49:41"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",TASS,0,0.6,SATELLITE,"2023/01/01 03:50:27"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",TASS,0,1,MEASUREMENT,"2023/01/01 03:49:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",VIC1,0,1,MEASUREMENT,"2023/01/01 03:49:42"
D,ROOFTOP,ACTUAL,2,"2023/01/01 03:30:00",VIC1,0,0.6,SATELLITE,"2023/01/01 03:50:27"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",NSW1,0,0.6,SATELLITE,"2023/01/01 04:20:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",NSW1,0,1,MEASUREMENT,"2023/01/01 04:19:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",QLD1,0,0.6,SATELLITE,"2023/01/01 04:20:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",QLD1,0,1,MEASUREMENT,"2023/01/01 04:19:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",QLDC,0,0.6,SATELLITE,"2023/01/01 04:20:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",QLDC,0,1,MEASUREMENT,"2023/01/01 04:19:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",QLDN,0,1,MEASUREMENT,"2023/01/01 04:19:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",QLDN,0,0.6,SATELLITE,"2023/01/01 04:20:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",QLDS,0,1,MEASUREMENT,"2023/01/01 04:19:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",QLDS,0,0.6,SATELLITE,"2023/01/01 04:20:29"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",SA1,0,1,MEASUREMENT,"2023/01/01 04:19:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",SA1,0,0.6,SATELLITE,"2023/01/01 04:20:30"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",TAS1,0,1,MEASUREMENT,"2023/01/01 04:19:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",TAS1,0,0.6,SATELLITE,"2023/01/01 04:20:30"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",TASN,0,1,MEASUREMENT,"2023/01/01 04:19:43"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",TASN,0,0.6,SATELLITE,"2023/01/01 04:20:30"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",TASS,0,0.6,SATELLITE,"2023/01/01 04:20:30"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",TASS,0,1,MEASUREMENT,"2023/01/01 04:19:44"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",VIC1,0,0.6,SATELLITE,"2023/01/01 04:20:30"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:00:00",VIC1,0,1,MEASUREMENT,"2023/01/01 04:19:44"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",NSW1,0,1,MEASUREMENT,"2023/01/01 04:49:39"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",NSW1,0,0.6,SATELLITE,"2023/01/01 04:50:24"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",QLD1,0,0.6,SATELLITE,"2023/01/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",QLD1,0,1,MEASUREMENT,"2023/01/01 04:49:39"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",QLDC,0,1,MEASUREMENT,"2023/01/01 04:49:39"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",QLDC,0,0.6,SATELLITE,"2023/01/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",QLDN,0,0.6,SATELLITE,"2023/01/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",QLDN,0,1,MEASUREMENT,"2023/01/01 04:49:39"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",QLDS,0,1,MEASUREMENT,"2023/01/01 04:49:39"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",QLDS,0,0.6,SATELLITE,"2023/01/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",SA1,0,0.6,SATELLITE,"2023/01/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",SA1,0,1,MEASUREMENT,"2023/01/01 04:49:39"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",TAS1,0.008,0.6,SATELLITE,"2023/01/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",TAS1,0,1,MEASUREMENT,"2023/01/01 04:49:39"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",TASN,0,1,MEASUREMENT,"2023/01/01 04:49:39"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",TASN,0,0.6,SATELLITE,"2023/01/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",TASS,0,1,MEASUREMENT,"2023/01/01 04:49:39"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",TASS,0.008,0.6,SATELLITE,"2023/01/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",VIC1,0,0.6,SATELLITE,"2023/01/01 04:50:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 04:30:00",VIC1,0,1,MEASUREMENT,"2023/01/01 04:49:39"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",NSW1,1.46,1,MEASUREMENT,"2023/01/01 05:19:48"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",NSW1,25.366,0.6,SATELLITE,"2023/01/01 05:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",QLD1,0.221,1,MEASUREMENT,"2023/01/01 05:19:48"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",QLD1,11.011,0.6,SATELLITE,"2023/01/01 05:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",QLDC,0,1,MEASUREMENT,"2023/01/01 05:19:48"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",QLDC,0.029,0.6,SATELLITE,"2023/01/01 05:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",QLDN,0,1,MEASUREMENT,"2023/01/01 05:19:48"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",QLDN,0,0.6,SATELLITE,"2023/01/01 05:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",QLDS,0.221,1,MEASUREMENT,"2023/01/01 05:19:48"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",QLDS,10.981,0.6,SATELLITE,"2023/01/01 05:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",SA1,0,1,MEASUREMENT,"2023/01/01 05:19:48"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",SA1,0,0.6,SATELLITE,"2023/01/01 05:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",TAS1,0.228,1,MEASUREMENT,"2023/01/01 05:19:48"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",TAS1,2.292,0.6,SATELLITE,"2023/01/01 05:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",TASN,0.675,0.6,SATELLITE,"2023/01/01 05:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",TASN,0.026,1,MEASUREMENT,"2023/01/01 05:19:48"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",TASS,0.201,0.7,MEASUREMENT,"2023/01/01 05:19:48"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",TASS,1.617,0.6,SATELLITE,"2023/01/01 05:20:25"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",VIC1,0,1,MEASUREMENT,"2023/01/01 05:19:48"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:00:00",VIC1,6.85,0.6,SATELLITE,"2023/01/01 05:20:26"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:30:00",NSW1,147.501,0.6,SATELLITE,"2023/01/01 05:50:26"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:30:00",NSW1,55.541,1,MEASUREMENT,"2023/01/01 05:49:44"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:30:00",QLD1,95.42,0.6,SATELLITE,"2023/01/01 05:50:26"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:30:00",QLD1,35.145,1,MEASUREMENT,"2023/01/01 05:49:44"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:30:00",QLDC,7.69,0.6,SATELLITE,"2023/01/01 05:50:26"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:30:00",QLDC,1.778,1,MEASUREMENT,"2023/01/01 05:49:44"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:30:00",QLDN,1.121,0.6,SATELLITE,"2023/01/01 05:50:26"
D,ROOFTOP,ACTUAL,2,"2023/01/01 05:30:00",QLDN,0.02,1,MEASUREMENT,"2023/01/01 05:49:44"
